2023-05-09_11-48-35_i0.jpg,0,DRONE,T30,
2023-05-09_12-11-08_i0.jpg,0,DRONE,T20,CRASHED
2023-05-09_12-23-13_i0.jpg,0,DRONE,T40,CRASHED
2023-05-09_12-33-25_i0.jpg,0,DRONE,T20,
2023-05-09_12-35-55_i0.jpg,0,DRONE,T20,
2023-05-12_07-27-36_i0.jpg,0,DRONE,T40,
2023-05-12_12-36-47_i0.jpg,0,DRONE,T20,
2023-05-13_07-34-39_i0.jpg,0,DRONE,T40,
2023-05-13_09-22-04_i0.jpg,0,DRONE,T30,
2023-05-13_13-21-45_i0.jpg,0,DRONE,T30,
2023-05-13_13-23-55_i0.jpg,0,DRONE,T40,
2023-05-13_20-23-32_i0.jpg,0,DRONE,T20,
2023-05-14_01-16-32_i0.jpg,0,DRONE,T20,
2023-05-14_14-55-30_i0.jpg,0,DRONE,T20,CRASHED
2023-05-15_14-18-43_i0.jpg,0,DRONE,T30,
2023-05-18_12-03-18_i0.jpg,0,DRONE,T20,
2023-05-18_16-45-16_i0.jpg,0,DRONE,T30,
2023-05-19_13-05-59_i0.jpg,0,DRONE,T20,CRASHED
2023-05-19_15-38-19_i0.jpg,0,DRONE,T20,
2023-05-19_19-12-01_i1.jpg,0,DRONE,T30,
2023-05-19_19-12-02_i0.jpg,0,DRONE,T30,
2023-05-19_19-12-02_i1.jpg,0,DRONE,T30,
2023-05-19_19-12-03_i0.jpg,0,DRONE,T30,
2023-05-20_00-27-16_i0.jpg,0,DRONE,T30,
2023-05-23_20-01-42_i0.jpg,0,DRONE,T20,
2023-05-23_20-01-43_i0.jpg,0,DRONE,T20,
2023-05-23_20-01-44_i0.jpg,0,DRONE,T20,
2023-05-24_08-26-56_i0.jpg,0,DRONE,T30,CRASHED
2023-05-24_08-55-13_i0.jpg,0,DRONE,T30,
2023-05-24_20-42-44_i0.jpg,0,DRONE,T40,
2023-05-26_06-20-06_i0.jpg,0,DRONE,T30,
2023-05-26_08-06-41_i0.jpg,0,DRONE,T50,
2023-05-29_03-06-20_i0.jpg,0,DRONE,T30,
2023-05-29_21-46-57_i0.jpg,0,DRONE,T20,
2023-05-30_08-04-29_i0.jpg,0,DRONE,T30,
2023-05-30_08-44-38_i0.jpg,0,DRONE,T30,
2023-05-30_08-44-38_i1.jpg,0,DRONE,T30,
2023-05-30_08-44-39_i0.jpg,0,DRONE,T30,
2023-05-30_08-44-39_i1.jpg,0,DRONE,T30,
2023-05-30_17-17-46_i0.jpg,0,DRONE,T30,
2023-05-30_17-23-52_i0.jpg,0,DRONE,T30,
2023-05-30_19-59-55_i0.jpg,0,DRONE,T30,
2023-05-30_20-07-53_i1.jpg,0,DRONE,MG1,
2023-05-31_07-36-15_i0.jpg,0,DRONE,T30,
2023-05-31_08-58-47_i0.jpg,0,DRONE,T30,
2023-05-31_10-09-50_i0.jpg,0,DRONE,T30,
2023-06-03_07-45-18_i0.jpg,0,DRONE,T40,
2023-06-05_15-26-16_i0.jpg,0,DRONE,T30,
2023-06-06_09-36-58_i0.jpg,0,DRONE,T40,
2023-06-06_15-53-53_i0.jpg,0,DRONE,T30,
2023-06-06_15-53-54_i0.jpg,0,DRONE,T30,
2023-06-06_15-53-54_i1.jpg,0,DRONE,T30,
2023-06-06_15-53-55_i0.jpg,0,DRONE,T30,
2023-06-06_22-39-20_i0.jpg,0,DRONE,T20,
2023-06-06_22-39-26_i0.jpg,0,DRONE,T20,
2023-06-06_22-49-54_i0.jpg,0,DRONE,T30,
2023-06-10_07-07-04_i0.jpg,0,DRONE,T40,CRASHED
2023-06-10_08-44-55_i0.jpg,0,DRONE,T30,CRASHED
2023-06-10_23-40-52_i0.jpg,0,DRONE,T30,
2023-06-12_16-47-34_i0.jpg,0,DRONE,T30,CRASHED
2023-06-13_11-13-14_i0.jpg,0,DRONE,T40,
2023-06-14_05-20-28_i0.jpg,0,DRONE,T40,
2023-06-14_15-45-54_i0.jpg,0,DRONE,T40,
2023-06-15_11-51-25_i0.jpg,0,DRONE,T30,
2023-06-15_16-22-31_i0.jpg,0,DRONE,MG1,
